CMDLINE /home/mark/projects/stanford-cs336/assignment1-basics/.venv/bin/python3 save_vocab.py
MEM 150.148438 1784477427.5352
MEM 150.148438 1784477427.6355
MEM 150.148438 1784477427.7357
MEM 150.148438 1784477427.8361
MEM 150.148438 1784477427.9364
MEM 150.148438 1784477428.0392
MEM 150.148438 1784477428.1394
MEM 150.148438 1784477428.2397
MEM 152.675781 1784477428.3399
MEM 152.675781 1784477428.4402
MEM 152.839844 1784477428.5458
MEM 152.839844 1784477428.6498
MEM 152.839844 1784477428.7502
MEM 152.839844 1784477428.8520
MEM 152.867188 1784477428.9523
MEM 152.867188 1784477429.0526
MEM 152.867188 1784477429.1530
MEM 152.867188 1784477429.2533
MEM 152.867188 1784477429.3537
MEM 152.867188 1784477429.4540
MEM 152.867188 1784477429.5543
MEM 152.867188 1784477429.6547
MEM 152.867188 1784477429.7549
MEM 152.867188 1784477429.8552
MEM 156.031250 1784477429.9555
MEM 162.800781 1784477430.0558
MEM 162.800781 1784477430.1638
MEM 162.800781 1784477430.2643
MEM 162.800781 1784477430.3648
MEM 162.800781 1784477430.4652
MEM 162.800781 1784477430.5672
MEM 162.800781 1784477430.6675
MEM 162.800781 1784477430.7678
MEM 162.800781 1784477430.8680
MEM 162.800781 1784477430.9684
MEM 162.800781 1784477431.0691
MEM 162.800781 1784477431.1694
MEM 162.800781 1784477431.2696
MEM 162.800781 1784477431.3705
MEM 162.800781 1784477431.4707
MEM 162.800781 1784477431.5710
MEM 162.800781 1784477431.6724
MEM 162.800781 1784477431.7728
MEM 162.800781 1784477431.8760
MEM 162.800781 1784477431.9763
MEM 162.800781 1784477432.0766
MEM 162.800781 1784477432.1769
MEM 162.800781 1784477432.2773
MEM 162.800781 1784477432.3776
MEM 162.800781 1784477432.4803
MEM 162.800781 1784477432.5806
MEM 162.804688 1784477432.6809
MEM 162.804688 1784477432.7812
MEM 162.804688 1784477432.8815
MEM 162.804688 1784477432.9817
MEM 162.804688 1784477433.0859
MEM 162.804688 1784477433.1861
