CMDLINE /home/mark/projects/stanford-cs336/assignment1-basics/.venv/bin/python3 save_vocab.py
MEM 712.679688 1784477481.8704
MEM 712.683594 1784477481.9707
MEM 712.691406 1784477482.0710
MEM 712.957031 1784477482.1713
MEM 713.835938 1784477482.2716
MEM 713.839844 1784477482.3719
MEM 714.031250 1784477482.4722
MEM 714.464844 1784477482.5725
MEM 714.839844 1784477482.6728
MEM 715.191406 1784477482.7731
MEM 715.605469 1784477482.8736
MEM 715.757812 1784477482.9739
MEM 716.136719 1784477483.0742
MEM 716.500000 1784477483.1746
MEM 716.929688 1784477483.2749
MEM 717.218750 1784477483.3753
MEM 717.941406 1784477483.4756
MEM 717.953125 1784477483.5759
MEM 718.281250 1784477483.6762
MEM 718.609375 1784477483.7765
MEM 719.031250 1784477483.8768
MEM 719.324219 1784477483.9771
MEM 719.675781 1784477484.0774
MEM 720.003906 1784477484.1777
MEM 720.851562 1784477484.2781
MEM 720.859375 1784477484.3784
MEM 721.183594 1784477484.4788
MEM 721.515625 1784477484.5790
MEM 721.941406 1784477484.6793
MEM 722.265625 1784477484.7796
MEM 722.625000 1784477484.8799
MEM 722.882812 1784477484.9802
MEM 723.218750 1784477485.0805
MEM 723.691406 1784477485.1808
MEM 724.621094 1784477485.2811
MEM 724.632812 1784477485.3814
MEM 724.722656 1784477485.4818
MEM 725.050781 1784477485.5820
MEM 725.355469 1784477485.6823
MEM 725.656250 1784477485.7827
MEM 725.656250 1784477485.8830
MEM 725.656250 1784477485.9833
MEM 725.656250 1784477486.0836
MEM 725.656250 1784477486.1839
MEM 725.656250 1784477486.2842
MEM 725.925781 1784477486.3846
MEM 726.144531 1784477486.4849
MEM 726.449219 1784477486.5852
MEM 726.839844 1784477486.6855
MEM 727.078125 1784477486.7858
MEM 728.089844 1784477486.8861
MEM 728.101562 1784477486.9865
MEM 728.113281 1784477487.0869
MEM 728.292969 1784477487.1873
MEM 728.648438 1784477487.2876
MEM 728.933594 1784477487.3879
MEM 729.203125 1784477487.4885
MEM 729.539062 1784477487.5889
MEM 729.773438 1784477487.6893
MEM 730.953125 1784477487.7897
MEM 730.964844 1784477487.8901
MEM 730.980469 1784477487.9920
MEM 730.996094 1784477488.0923
MEM 731.101562 1784477488.1928
MEM 731.421875 1784477488.2931
MEM 736.488281 1784477488.3934
MEM 741.500000 1784477488.4937
MEM 741.527344 1784477488.5942
MEM 742.164062 1784477488.6945
MEM 742.933594 1784477488.7950
MEM 743.550781 1784477488.8953
MEM 744.347656 1784477488.9957
MEM 744.863281 1784477489.0960
MEM 745.652344 1784477489.1964
MEM 746.437500 1784477489.2967
MEM 747.269531 1784477489.3971
MEM 748.015625 1784477489.4974
MEM 748.500000 1784477489.5977
MEM 749.214844 1784477489.6980
MEM 751.199219 1784477489.7983
MEM 752.054688 1784477489.8986
MEM 752.796875 1784477489.9989
MEM 753.312500 1784477490.0991
MEM 754.195312 1784477490.1994
MEM 754.882812 1784477490.2997
MEM 755.671875 1784477490.4001
MEM 756.441406 1784477490.5005
MEM 757.167969 1784477490.6008
MEM 757.714844 1784477490.7011
MEM 758.515625 1784477490.8014
MEM 759.328125 1784477490.9017
MEM 760.003906 1784477491.0019
MEM 761.085938 1784477491.1022
MEM 762.011719 1784477491.2026
MEM 763.179688 1784477491.3029
MEM 764.078125 1784477491.4032
MEM 764.730469 1784477491.5034
MEM 765.738281 1784477491.6037
MEM 766.789062 1784477491.7040
MEM 768.171875 1784477491.8043
MEM 769.074219 1784477491.9046
MEM 770.121094 1784477492.0050
MEM 772.921875 1784477492.1053
MEM 773.843750 1784477492.2056
MEM 774.769531 1784477492.3059
MEM 775.738281 1784477492.4062
MEM 776.675781 1784477492.5065
MEM 777.593750 1784477492.6068
MEM 778.003906 1784477492.7071
MEM 778.769531 1784477492.8074
MEM 779.585938 1784477492.9077
MEM 780.386719 1784477493.0080
MEM 781.308594 1784477493.1088
MEM 781.832031 1784477493.2119
MEM 782.085938 1784477493.3138
MEM 782.476562 1784477493.4219
MEM 785.187500 1784477493.5223
MEM 786.046875 1784477493.6226
MEM 786.210938 1784477493.7229
MEM 786.210938 1784477493.8232
MEM 786.210938 1784477493.9236
MEM 786.210938 1784477494.0239
MEM 786.210938 1784477494.1242
MEM 786.210938 1784477494.2245
MEM 786.722656 1784477494.3248
MEM 787.460938 1784477494.4251
MEM 787.472656 1784477494.5255
MEM 787.476562 1784477494.6258
MEM 788.218750 1784477494.7262
MEM 789.171875 1784477494.8265
MEM 789.789062 1784477494.9268
MEM 790.785156 1784477495.0271
MEM 791.914062 1784477495.1274
MEM 792.566406 1784477495.2279
MEM 793.207031 1784477495.3284
MEM 793.882812 1784477495.4288
MEM 794.957031 1784477495.5293
MEM 796.140625 1784477495.6297
MEM 797.257812 1784477495.7300
MEM 800.222656 1784477495.8303
MEM 800.871094 1784477495.9306
MEM 801.500000 1784477496.0309
MEM 801.921875 1784477496.1312
MEM 801.937500 1784477496.2316
MEM 802.800781 1784477496.3319
MEM 803.746094 1784477496.4322
MEM 805.042969 1784477496.5324
MEM 815.769531 1784477496.6327
MEM 816.664062 1784477496.7330
MEM 827.417969 1784477496.8333
MEM 828.515625 1784477496.9336
MEM 829.574219 1784477497.0339
MEM 830.484375 1784477497.1341
MEM 831.726562 1784477497.2344
MEM 832.890625 1784477497.3347
MEM 834.070312 1784477497.4351
MEM 834.343750 1784477497.5354
MEM 834.378906 1784477497.6358
MEM 835.058594 1784477497.7361
MEM 835.828125 1784477497.8363
MEM 836.925781 1784477497.9366
MEM 837.968750 1784477498.0369
MEM 839.214844 1784477498.1373
MEM 840.378906 1784477498.2379
MEM 841.371094 1784477498.3382
MEM 842.449219 1784477498.4384
MEM 843.500000 1784477498.5388
MEM 844.332031 1784477498.6391
MEM 845.351562 1784477498.7394
MEM 846.375000 1784477498.8396
MEM 846.554688 1784477498.9400
MEM 847.699219 1784477499.0404
MEM 848.570312 1784477499.1407
MEM 849.648438 1784477499.2410
MEM 850.656250 1784477499.3413
MEM 851.136719 1784477499.4416
MEM 852.347656 1784477499.5419
MEM 853.808594 1784477499.6421
MEM 854.878906 1784477499.7424
MEM 856.054688 1784477499.8427
MEM 857.039062 1784477499.9430
MEM 858.140625 1784477500.0433
MEM 858.476562 1784477500.1436
MEM 859.660156 1784477500.2439
MEM 860.812500 1784477500.3442
MEM 861.796875 1784477500.4446
MEM 866.019531 1784477500.5449
MEM 867.160156 1784477500.6456
MEM 868.082031 1784477500.7459
MEM 869.011719 1784477500.8462
MEM 870.300781 1784477500.9465
MEM 870.738281 1784477501.0468
MEM 870.738281 1784477501.1471
MEM 870.738281 1784477501.2474
MEM 870.738281 1784477501.3478
MEM 870.738281 1784477501.4481
MEM 870.738281 1784477501.5486
MEM 870.738281 1784477501.6491
MEM 871.640625 1784477501.7494
MEM 872.656250 1784477501.8497
MEM 873.687500 1784477501.9501
MEM 874.578125 1784477502.0504
MEM 875.503906 1784477502.1508
MEM 876.367188 1784477502.2511
MEM 877.164062 1784477502.3515
MEM 878.304688 1784477502.4518
MEM 878.976562 1784477502.5521
MEM 880.097656 1784477502.6525
MEM 881.214844 1784477502.7530
MEM 882.558594 1784477502.8534
MEM 883.218750 1784477502.9538
MEM 884.367188 1784477503.0541
MEM 885.492188 1784477503.1544
MEM 886.410156 1784477503.2548
MEM 887.316406 1784477503.3557
MEM 888.496094 1784477503.4562
MEM 889.757812 1784477503.5565
MEM 891.046875 1784477503.6567
MEM 891.757812 1784477503.7571
MEM 891.761719 1784477503.8574
MEM 891.761719 1784477503.9577
MEM 891.761719 1784477504.0581
MEM 891.761719 1784477504.1584
MEM 891.761719 1784477504.2587
MEM 891.761719 1784477504.3590
MEM 891.761719 1784477504.4593
MEM 892.132812 1784477504.5596
MEM 892.957031 1784477504.6599
MEM 893.675781 1784477504.7603
MEM 894.421875 1784477504.8606
MEM 894.859375 1784477504.9609
MEM 895.460938 1784477505.0613
MEM 896.046875 1784477505.1616
MEM 896.742188 1784477505.2620
MEM 897.265625 1784477505.3623
MEM 897.968750 1784477505.4626
MEM 899.265625 1784477505.5629
MEM 900.835938 1784477505.6632
MEM 902.117188 1784477505.7636
MEM 903.527344 1784477505.8639
MEM 904.812500 1784477505.9643
MEM 906.265625 1784477506.0646
MEM 907.503906 1784477506.1649
MEM 908.886719 1784477506.2651
MEM 910.253906 1784477506.3654
MEM 911.671875 1784477506.4658
MEM 912.691406 1784477506.5661
MEM 913.945312 1784477506.6664
MEM 915.066406 1784477506.7667
MEM 916.460938 1784477506.8670
MEM 917.781250 1784477506.9672
MEM 918.906250 1784477507.0676
MEM 939.863281 1784477507.1680
MEM 940.988281 1784477507.2683
MEM 942.191406 1784477507.3685
MEM 943.648438 1784477507.4689
MEM 964.753906 1784477507.5692
MEM 966.097656 1784477507.6695
MEM 967.691406 1784477507.7699
MEM 969.207031 1784477507.8702
MEM 970.636719 1784477507.9706
MEM 972.250000 1784477508.0710
MEM 973.824219 1784477508.1713
MEM 975.363281 1784477508.2715
MEM 976.488281 1784477508.3718
MEM 977.867188 1784477508.4722
MEM 978.949219 1784477508.5725
MEM 979.910156 1784477508.6728
MEM 981.285156 1784477508.7731
MEM 982.449219 1784477508.8734
MEM 983.980469 1784477508.9736
MEM 985.171875 1784477509.0739
MEM 986.808594 1784477509.1742
MEM 988.195312 1784477509.2745
MEM 989.515625 1784477509.3749
MEM 990.808594 1784477509.4753
MEM 992.179688 1784477509.5756
MEM 993.824219 1784477509.6760
MEM 994.066406 1784477509.7763
MEM 994.066406 1784477509.8766
MEM 994.066406 1784477509.9770
MEM 994.066406 1784477510.0774
MEM 994.066406 1784477510.1777
MEM 994.066406 1784477510.2781
MEM 994.066406 1784477510.3784
MEM 994.285156 1784477510.4787
MEM 995.070312 1784477510.5790
MEM 995.070312 1784477510.6793
MEM 995.070312 1784477510.7796
MEM 995.070312 1784477510.8799
MEM 995.070312 1784477510.9802
MEM 995.070312 1784477511.0805
MEM 995.070312 1784477511.1809
MEM 995.070312 1784477511.2812
MEM 995.070312 1784477511.3815
MEM 995.437500 1784477511.4818
MEM 996.238281 1784477511.5821
MEM 996.855469 1784477511.6825
MEM 997.558594 1784477511.7828
MEM 998.242188 1784477511.8830
MEM 999.003906 1784477511.9833
MEM 999.531250 1784477512.0836
MEM 1000.316406 1784477512.1839
MEM 1000.992188 1784477512.2843
MEM 1002.230469 1784477512.3846
MEM 1003.378906 1784477512.4848
MEM 1004.605469 1784477512.5852
MEM 1006.199219 1784477512.6855
MEM 1007.601562 1784477512.7858
MEM 1008.976562 1784477512.8861
MEM 1010.636719 1784477512.9864
MEM 1012.015625 1784477513.0867
MEM 1013.312500 1784477513.1870
MEM 1014.796875 1784477513.2873
MEM 1015.964844 1784477513.3876
MEM 1017.089844 1784477513.4879
MEM 1018.406250 1784477513.5901
MEM 1019.390625 1784477513.6904
MEM 1020.843750 1784477513.7907
MEM 1021.699219 1784477513.8910
MEM 1023.093750 1784477513.9913
MEM 1024.441406 1784477514.0916
MEM 1025.640625 1784477514.1919
MEM 1026.933594 1784477514.2921
MEM 1027.875000 1784477514.3926
MEM 1029.218750 1784477514.4930
MEM 1030.285156 1784477514.5934
MEM 1031.140625 1784477514.6938
MEM 1032.343750 1784477514.7942
MEM 1032.343750 1784477514.8946
MEM 1032.343750 1784477514.9950
MEM 1032.343750 1784477515.0954
MEM 1032.343750 1784477515.1957
MEM 1032.343750 1784477515.2961
MEM 1032.343750 1784477515.3965
MEM 1032.343750 1784477515.4969
MEM 1032.343750 1784477515.5972
MEM 1032.343750 1784477515.6976
MEM 1032.519531 1784477515.7979
MEM 1033.121094 1784477515.8982
MEM 1033.625000 1784477515.9987
MEM 1034.289062 1784477516.0990
MEM 1034.960938 1784477516.1993
MEM 1035.621094 1784477516.2996
MEM 1036.250000 1784477516.3999
MEM 1036.863281 1784477516.5002
MEM 1037.597656 1784477516.6005
MEM 1038.378906 1784477516.7009
MEM 1039.320312 1784477516.8012
MEM 1040.617188 1784477516.9014
MEM 1041.824219 1784477517.0017
MEM 1043.117188 1784477517.1020
MEM 1044.308594 1784477517.2023
MEM 1045.488281 1784477517.3026
MEM 1046.816406 1784477517.4029
MEM 1047.992188 1784477517.5033
MEM 1049.093750 1784477517.6036
MEM 1050.355469 1784477517.7040
MEM 1051.644531 1784477517.8043
MEM 1052.515625 1784477517.9046
MEM 1053.507812 1784477518.0050
MEM 1054.726562 1784477518.1053
MEM 1055.222656 1784477518.2057
MEM 1055.222656 1784477518.3060
MEM 1055.222656 1784477518.4063
MEM 1055.222656 1784477518.5066
MEM 1055.222656 1784477518.6069
MEM 1055.222656 1784477518.7096
MEM 1055.222656 1784477518.8099
MEM 1055.222656 1784477518.9102
MEM 1055.222656 1784477519.0105
MEM 1055.222656 1784477519.1109
MEM 1055.222656 1784477519.2113
MEM 1055.523438 1784477519.3116
MEM 1056.042969 1784477519.4120
MEM 1056.605469 1784477519.5123
MEM 1057.265625 1784477519.6126
MEM 1057.777344 1784477519.7129
MEM 1058.265625 1784477519.8132
MEM 1058.816406 1784477519.9135
MEM 1059.320312 1784477520.0139
MEM 1060.378906 1784477520.1143
MEM 1061.703125 1784477520.2146
MEM 1062.781250 1784477520.3149
MEM 1064.019531 1784477520.4152
MEM 1065.234375 1784477520.5156
MEM 1066.519531 1784477520.6158
MEM 1067.625000 1784477520.7161
MEM 1068.804688 1784477520.8164
MEM 1070.089844 1784477520.9167
MEM 1071.234375 1784477521.0170
MEM 1072.476562 1784477521.1173
MEM 1073.343750 1784477521.2176
MEM 1073.343750 1784477521.3179
MEM 1073.343750 1784477521.4182
MEM 1073.343750 1784477521.5186
MEM 1073.343750 1784477521.6189
MEM 1073.343750 1784477521.7193
MEM 1073.343750 1784477521.8196
MEM 1073.343750 1784477521.9200
MEM 1073.343750 1784477522.0203
MEM 1073.343750 1784477522.1206
MEM 1073.343750 1784477522.2209
MEM 1073.421875 1784477522.3212
MEM 1073.957031 1784477522.4215
MEM 1074.617188 1784477522.5218
MEM 1075.152344 1784477522.6221
MEM 1075.835938 1784477522.7224
MEM 1076.375000 1784477522.8227
MEM 1076.925781 1784477522.9231
MEM 1077.554688 1784477523.0233
MEM 1078.660156 1784477523.1236
MEM 1079.957031 1784477523.2239
MEM 1081.230469 1784477523.3242
MEM 1082.496094 1784477523.4245
MEM 1083.683594 1784477523.5248
MEM 1084.761719 1784477523.6251
MEM 1085.886719 1784477523.7254
MEM 1086.433594 1784477523.8267
MEM 1086.433594 1784477523.9275
MEM 1086.433594 1784477524.0279
MEM 1086.433594 1784477524.1283
MEM 1086.433594 1784477524.2287
MEM 1086.433594 1784477524.3291
MEM 1086.433594 1784477524.4294
MEM 1086.433594 1784477524.5297
MEM 1086.433594 1784477524.6301
MEM 1086.433594 1784477524.7304
MEM 1086.433594 1784477524.8307
MEM 1086.433594 1784477524.9310
MEM 1086.605469 1784477525.0313
MEM 1087.234375 1784477525.1316
MEM 1087.757812 1784477525.2319
MEM 1088.253906 1784477525.3322
MEM 1088.863281 1784477525.4326
MEM 1089.292969 1784477525.5329
MEM 1089.292969 1784477525.6332
MEM 1089.292969 1784477525.7335
MEM 1089.292969 1784477525.8338
MEM 1089.292969 1784477525.9341
MEM 1089.292969 1784477526.0345
MEM 1037.671875 1784477526.1348
MEM 1017.667969 1784477526.2352
MEM 1017.667969 1784477526.3355
MEM 1017.667969 1784477526.4359
MEM 903.484375 1784477526.5363
MEM 903.484375 1784477526.6367
MEM 574.082031 1784477526.7371
