CMDLINE .venv/bin/python save_vocab.py
MEM 0.617188 1784292334.5857
MEM 31.800781 1784292334.6860
MEM 36.414062 1784292334.7865
MEM 37.593750 1784292334.8869
MEM 37.605469 1784292334.9924
MEM 37.605469 1784292335.0966
MEM 37.605469 1784292335.1969
MEM 51.484375 1784292335.2972
MEM 48.953125 1784292335.3975
MEM 61.347656 1784292335.4978
MEM 64.003906 1784292335.5980
MEM 65.742188 1784292335.6983
MEM 68.710938 1784292335.7986
MEM 71.703125 1784292335.9028
MEM 68.660156 1784292336.0031
MEM 65.253906 1784292336.1034
MEM 73.984375 1784292336.2037
MEM 82.039062 1784292336.3039
MEM 82.039062 1784292336.4042
MEM 74.253906 1784292336.5045
MEM 84.355469 1784292336.6048
MEM 84.484375 1784292336.7086
MEM 84.484375 1784292336.8089
MEM 88.425781 1784292336.9091
MEM 81.054688 1784292337.0125
MEM 87.925781 1784292337.1128
MEM 87.925781 1784292337.2131
MEM 87.925781 1784292337.3134
MEM 90.160156 1784292337.4137
MEM 90.597656 1784292337.5140
MEM 90.898438 1784292337.6144
MEM 90.988281 1784292337.7146
MEM 88.062500 1784292337.8166
MEM 100.175781 1784292337.9169
MEM 100.179688 1784292338.0179
MEM 100.179688 1784292338.1183
MEM 93.531250 1784292338.2186
MEM 97.019531 1784292338.3189
MEM 97.019531 1784292338.4192
MEM 97.019531 1784292338.5194
MEM 97.019531 1784292338.6197
MEM 98.785156 1784292338.7200
MEM 91.855469 1784292338.8246
MEM 96.847656 1784292338.9249
MEM 91.855469 1784292339.0251
MEM 96.851562 1784292339.1256
MEM 97.023438 1784292339.2259
MEM 99.023438 1784292339.3261
MEM 91.855469 1784292339.4264
MEM 95.523438 1784292339.5267
MEM 101.222656 1784292339.6269
MEM 101.222656 1784292339.7274
MEM 101.222656 1784292339.8277
MEM 101.222656 1784292339.9280
MEM 101.222656 1784292340.0305
MEM 101.222656 1784292340.1308
MEM 101.222656 1784292340.2311
MEM 101.222656 1784292340.3337
MEM 101.222656 1784292340.4345
MEM 101.222656 1784292340.5347
MEM 101.222656 1784292340.6350
MEM 101.222656 1784292340.7354
