CMDLINE .venv/bin/python save_vocab.py
MEM 3.214844 1784215136.8067
MEM 22.734375 1784215136.9074
MEM 30.207031 1784215137.0076
MEM 37.070312 1784215137.1079
MEM 37.070312 1784215137.2083
MEM 37.070312 1784215137.3086
MEM 37.070312 1784215137.4089
MEM 37.070312 1784215137.5092
MEM 37.070312 1784215137.6095
MEM 37.070312 1784215137.7098
MEM 37.070312 1784215137.8101
MEM 37.082031 1784215137.9104
MEM 37.089844 1784215138.0107
MEM 37.089844 1784215138.1110
MEM 37.097656 1784215138.2113
MEM 37.105469 1784215138.3116
MEM 37.105469 1784215138.4119
MEM 37.105469 1784215138.5122
MEM 37.105469 1784215138.6125
MEM 37.109375 1784215138.7128
MEM 37.121094 1784215138.8132
MEM 37.121094 1784215138.9135
MEM 37.121094 1784215139.0139
MEM 37.121094 1784215139.1143
MEM 37.121094 1784215139.2146
MEM 37.132812 1784215139.3149
MEM 37.136719 1784215139.4152
MEM 37.136719 1784215139.5155
MEM 37.136719 1784215139.6158
MEM 37.136719 1784215139.7161
MEM 37.144531 1784215139.8164
MEM 37.152344 1784215139.9167
MEM 37.152344 1784215140.0171
MEM 37.152344 1784215140.1174
MEM 37.152344 1784215140.2178
MEM 37.160156 1784215140.3181
MEM 37.167969 1784215140.4184
MEM 37.167969 1784215140.5187
MEM 37.167969 1784215140.6190
MEM 37.167969 1784215140.7194
MEM 37.175781 1784215140.8197
MEM 37.183594 1784215140.9201
MEM 37.183594 1784215141.0205
MEM 37.183594 1784215141.1209
MEM 37.183594 1784215141.2213
MEM 37.187500 1784215141.3217
MEM 37.195312 1784215141.4224
MEM 37.199219 1784215141.5227
MEM 37.199219 1784215141.6231
MEM 37.199219 1784215141.7234
MEM 37.199219 1784215141.8238
MEM 37.210938 1784215141.9242
MEM 37.214844 1784215142.0246
MEM 37.214844 1784215142.1249
MEM 37.214844 1784215142.2253
MEM 37.214844 1784215142.3256
MEM 37.222656 1784215142.4260
MEM 37.230469 1784215142.5263
MEM 37.230469 1784215142.6266
MEM 37.230469 1784215142.7269
MEM 37.230469 1784215142.8273
MEM 37.238281 1784215142.9276
MEM 37.246094 1784215143.0279
MEM 37.253906 1784215143.1283
MEM 39.238281 1784215143.2326
MEM 39.238281 1784215143.3329
MEM 39.238281 1784215143.4366
MEM 39.238281 1784215143.5378
MEM 51.246094 1784215143.6387
MEM 85.968750 1784215143.7390
MEM 90.609375 1784215143.8393
MEM 95.605469 1784215143.9395
MEM 94.171875 1784215144.0399
MEM 96.003906 1784215144.1403
MEM 92.664062 1784215144.2406
MEM 97.566406 1784215144.3436
MEM 90.667969 1784215144.4439
MEM 95.207031 1784215144.5442
MEM 90.667969 1784215144.6445
MEM 96.425781 1784215144.7469
MEM 101.199219 1784215144.8471
MEM 103.042969 1784215144.9474
MEM 103.042969 1784215145.0476
MEM 103.046875 1784215145.1479
MEM 94.105469 1784215145.2526
MEM 95.242188 1784215145.3529
MEM 98.816406 1784215145.4531
MEM 93.843750 1784215145.5533
MEM 96.425781 1784215145.6536
MEM 98.792969 1784215145.7538
MEM 98.796875 1784215145.8541
MEM 95.789062 1784215145.9544
MEM 101.589844 1784215146.0546
MEM 95.187500 1784215146.1549
MEM 98.878906 1784215146.2552
MEM 100.972656 1784215146.3556
MEM 97.542969 1784215146.4559
MEM 95.058594 1784215146.5562
MEM 98.640625 1784215146.6564
MEM 96.242188 1784215146.7567
MEM 101.703125 1784215146.8570
MEM 101.707031 1784215146.9603
MEM 95.453125 1784215147.0607
MEM 93.687500 1784215147.1610
MEM 98.722656 1784215147.2646
MEM 100.792969 1784215147.3686
MEM 108.132812 1784215147.4689
MEM 104.468750 1784215147.5691
MEM 105.117188 1784215147.6694
MEM 106.792969 1784215147.7697
MEM 106.796875 1784215147.8700
MEM 106.796875 1784215147.9703
MEM 106.984375 1784215148.0706
MEM 99.429688 1784215148.1708
MEM 103.031250 1784215148.2711
MEM 105.046875 1784215148.3713
MEM 106.253906 1784215148.4715
MEM 106.257812 1784215148.5718
MEM 106.257812 1784215148.6721
MEM 106.257812 1784215148.7723
MEM 106.261719 1784215148.8766
MEM 106.261719 1784215148.9771
MEM 106.265625 1784215149.0774
MEM 106.265625 1784215149.1777
MEM 98.613281 1784215149.2780
MEM 106.324219 1784215149.3782
MEM 106.324219 1784215149.4785
MEM 106.324219 1784215149.5788
MEM 106.464844 1784215149.6790
MEM 106.464844 1784215149.7794
MEM 106.464844 1784215149.8797
MEM 109.878906 1784215149.9846
MEM 109.882812 1784215150.0849
MEM 109.882812 1784215150.1851
MEM 109.890625 1784215150.2854
MEM 109.890625 1784215150.3886
MEM 106.957031 1784215150.4889
MEM 107.128906 1784215150.5926
MEM 107.378906 1784215150.6929
MEM 108.667969 1784215150.7931
MEM 108.667969 1784215150.8934
MEM 106.675781 1784215150.9936
MEM 108.898438 1784215151.0939
MEM 109.152344 1784215151.1968
MEM 109.152344 1784215151.2970
MEM 109.152344 1784215151.3973
MEM 110.207031 1784215151.4976
MEM 110.207031 1784215151.5978
MEM 110.207031 1784215151.6982
MEM 110.207031 1784215151.7985
MEM 110.207031 1784215151.8988
MEM 110.207031 1784215151.9990
MEM 110.207031 1784215152.0998
MEM 110.207031 1784215152.2002
MEM 110.210938 1784215152.3005
MEM 110.210938 1784215152.4007
MEM 110.808594 1784215152.5010
MEM 110.812500 1784215152.6012
MEM 110.816406 1784215152.7046
MEM 111.074219 1784215152.8057
MEM 114.253906 1784215152.9061
MEM 114.253906 1784215153.0063
MEM 114.257812 1784215153.1066
MEM 114.257812 1784215153.2087
MEM 114.257812 1784215153.3090
MEM 114.257812 1784215153.4113
MEM 114.257812 1784215153.5115
MEM 114.257812 1784215153.6118
MEM 114.257812 1784215153.7121
MEM 114.257812 1784215153.8123
MEM 114.257812 1784215153.9126
MEM 114.257812 1784215154.0129
MEM 114.257812 1784215154.1131
MEM 114.257812 1784215154.2166
MEM 114.257812 1784215154.3169
MEM 114.257812 1784215154.4172
MEM 114.328125 1784215154.5175
MEM 114.328125 1784215154.6177
MEM 114.328125 1784215154.7179
MEM 114.328125 1784215154.8183
MEM 114.328125 1784215154.9187
MEM 114.328125 1784215155.0206
MEM 114.328125 1784215155.1209
MEM 114.328125 1784215155.2212
MEM 114.328125 1784215155.3215
MEM 114.328125 1784215155.4218
MEM 114.328125 1784215155.5220
MEM 114.328125 1784215155.6223
MEM 114.335938 1784215155.7225
MEM 114.335938 1784215155.8228
MEM 114.335938 1784215155.9231
MEM 129.003906 1784215156.0234
MEM 121.667969 1784215156.1236
MEM 121.667969 1784215156.2240
MEM 121.671875 1784215156.3242
MEM 121.996094 1784215156.4245
MEM 121.996094 1784215156.5257
MEM 121.996094 1784215156.6260
MEM 121.996094 1784215156.7263
MEM 121.996094 1784215156.8265
MEM 121.996094 1784215156.9268
MEM 122.058594 1784215157.0270
MEM 122.214844 1784215157.1273
MEM 122.253906 1784215157.2290
MEM 122.253906 1784215157.3293
MEM 122.253906 1784215157.4327
MEM 122.253906 1784215157.5330
MEM 122.253906 1784215157.6333
MEM 122.253906 1784215157.7337
MEM 122.253906 1784215157.8367
MEM 122.257812 1784215157.9407
MEM 122.257812 1784215158.0446
MEM 122.257812 1784215158.1448
MEM 122.257812 1784215158.2451
MEM 122.257812 1784215158.3453
MEM 122.257812 1784215158.4456
MEM 122.257812 1784215158.5486
MEM 122.257812 1784215158.6489
MEM 122.257812 1784215158.7491
MEM 122.257812 1784215158.8527
MEM 122.257812 1784215158.9566
MEM 122.257812 1784215159.0569
MEM 122.257812 1784215159.1572
MEM 122.257812 1784215159.2575
MEM 122.257812 1784215159.3577
MEM 122.261719 1784215159.4580
MEM 122.261719 1784215159.5583
MEM 122.261719 1784215159.6585
MEM 122.261719 1784215159.7588
MEM 122.265625 1784215159.8591
MEM 122.265625 1784215159.9646
MEM 122.265625 1784215160.0686
MEM 122.269531 1784215160.1726
MEM 122.269531 1784215160.2730
MEM 122.273438 1784215160.3733
MEM 122.277344 1784215160.4735
MEM 122.281250 1784215160.5738
MEM 122.281250 1784215160.6740
MEM 122.281250 1784215160.7744
MEM 122.285156 1784215160.8747
MEM 122.285156 1784215160.9750
MEM 122.285156 1784215161.0753
MEM 122.285156 1784215161.1756
MEM 124.050781 1784215161.2758
MEM 124.054688 1784215161.3761
MEM 124.054688 1784215161.4764
MEM 124.058594 1784215161.5767
MEM 124.121094 1784215161.6770
MEM 124.125000 1784215161.7772
MEM 124.125000 1784215161.8775
MEM 124.125000 1784215161.9778
MEM 124.128906 1784215162.0781
MEM 124.128906 1784215162.1783
MEM 124.128906 1784215162.2785
MEM 124.128906 1784215162.3788
MEM 124.648438 1784215162.4791
MEM 124.648438 1784215162.5794
MEM 124.699219 1784215162.6797
MEM 124.703125 1784215162.7800
MEM 124.703125 1784215162.8803
MEM 130.527344 1784215162.9806
MEM 130.527344 1784215163.0809
MEM 130.886719 1784215163.1846
MEM 130.890625 1784215163.2849
MEM 130.890625 1784215163.3852
MEM 130.890625 1784215163.4854
MEM 130.894531 1784215163.5857
MEM 132.664062 1784215163.6860
MEM 132.664062 1784215163.7887
MEM 132.664062 1784215163.8890
MEM 132.664062 1784215163.9927
MEM 132.667969 1784215164.0930
MEM 133.421875 1784215164.1932
MEM 133.421875 1784215164.2935
MEM 133.421875 1784215164.3966
MEM 133.421875 1784215164.4977
MEM 133.421875 1784215164.5980
MEM 133.421875 1784215164.6982
MEM 133.421875 1784215164.7985
MEM 133.421875 1784215164.8987
MEM 133.429688 1784215164.9990
MEM 133.429688 1784215165.0992
MEM 133.429688 1784215165.1995
MEM 133.429688 1784215165.2998
MEM 133.429688 1784215165.4046
MEM 133.429688 1784215165.5086
MEM 133.429688 1784215165.6089
MEM 133.429688 1784215165.7092
MEM 133.429688 1784215165.8096
MEM 133.429688 1784215165.9099
MEM 133.429688 1784215166.0103
MEM 133.429688 1784215166.1106
MEM 133.429688 1784215166.2108
MEM 133.429688 1784215166.3111
MEM 133.429688 1784215166.4114
MEM 133.429688 1784215166.5116
MEM 133.429688 1784215166.6119
MEM 133.429688 1784215166.7122
MEM 133.429688 1784215166.8125
MEM 133.429688 1784215166.9166
MEM 133.429688 1784215167.0169
MEM 133.429688 1784215167.1172
MEM 133.429688 1784215167.2175
MEM 133.429688 1784215167.3177
MEM 133.429688 1784215167.4180
MEM 133.429688 1784215167.5182
MEM 133.429688 1784215167.6186
MEM 133.429688 1784215167.7188
MEM 133.429688 1784215167.8191
MEM 133.429688 1784215167.9194
MEM 133.429688 1784215168.0196
MEM 133.429688 1784215168.1200
MEM 133.429688 1784215168.2203
MEM 133.429688 1784215168.3206
MEM 133.429688 1784215168.4246
MEM 133.429688 1784215168.5249
MEM 133.429688 1784215168.6252
MEM 133.429688 1784215168.7254
MEM 133.429688 1784215168.8258
MEM 133.429688 1784215168.9260
MEM 133.429688 1784215169.0263
MEM 133.429688 1784215169.1265
MEM 133.429688 1784215169.2270
MEM 133.429688 1784215169.3279
MEM 133.429688 1784215169.4285
