CMDLINE /home/mark/projects/stanford-cs336/assignment1-basics/.venv/bin/python3 save_vocab.py
MEM 641.730469 1784813058.8375
MEM 642.121094 1784813058.9381
MEM 642.578125 1784813059.0383
MEM 643.015625 1784813059.1386
MEM 643.429688 1784813059.2396
MEM 643.691406 1784813059.3401
MEM 644.078125 1784813059.4404
MEM 644.492188 1784813059.5407
MEM 644.949219 1784813059.6410
MEM 645.351562 1784813059.7413
MEM 645.730469 1784813059.8416
MEM 646.167969 1784813059.9419
MEM 646.718750 1784813060.0422
MEM 647.167969 1784813060.1425
MEM 647.585938 1784813060.2428
MEM 647.960938 1784813060.3431
MEM 648.371094 1784813060.4434
MEM 648.820312 1784813060.5436
MEM 649.222656 1784813060.6439
MEM 649.839844 1784813060.7442
MEM 650.113281 1784813060.8445
MEM 650.550781 1784813060.9448
MEM 651.011719 1784813061.0451
MEM 651.371094 1784813061.1454
MEM 651.765625 1784813061.2457
MEM 652.402344 1784813061.3460
MEM 652.582031 1784813061.4463
MEM 653.097656 1784813061.5466
MEM 653.398438 1784813061.6469
MEM 653.761719 1784813061.7472
MEM 654.074219 1784813061.8474
MEM 654.343750 1784813061.9477
MEM 654.855469 1784813062.0480
MEM 655.375000 1784813062.1483
MEM 655.753906 1784813062.2486
MEM 656.210938 1784813062.3489
